ticks,who,pop-0,susceptible,exposed,presymptomatic,infected,recovered,dead,tests,tests-positive,new-exposed,new-presymptomatic,new-infected,new-recovered,new-dead,alert-level
0,8,38661,38646,5,0,10,0,0,19,1,0,0,3,0,0,4
0,33,46799,46777,8,2,12,0,0,17,2,1,2,8,0,0,4
0,78,68605,68573,8,3,20,1,0,55,3,1,3,10,1,0,4
0,64,49501,49476,12,2,9,2,0,23,1,0,2,6,2,0,4
0,93,39025,39003,5,1,16,0,0,16,1,1,1,8,0,0,4
0,44,72543,72511,12,1,18,1,0,35,4,0,1,6,1,0,4
0,67,21700,21694,1,2,3,0,0,13,2,0,2,1,0,0,4
0,20,17874,17864,4,2,4,0,0,9,0,0,2,3,0,0,4
0,25,25864,25856,4,0,3,1,0,12,0,0,0,0,1,0,4
0,86,73412,73393,7,0,11,1,0,37,0,0,0,8,1,0,4
0,30,57026,56991,13,2,19,1,0,36,3,0,2,12,1,0,4
0,15,32643,32630,3,2,8,0,0,15,1,0,2,4,0,0,4
0,36,59920,59885,12,4,19,0,0,19,1,1,4,9,0,0,4
0,47,72937,72904,5,0,25,3,0,39,3,0,0,10,3,0,4
0,63,33959,33944,4,0,11,0,0,20,1,0,0,6,0,0,4
0,94,84466,84414,11,0,41,0,1,37,5,1,0,28,0,1,4
0,27,59845,59807,12,4,20,2,0,32,4,2,4,12,2,0,4
0,85,43935,43912,10,3,9,1,0,19,1,1,3,6,1,0,4
0,82,26787,26774,6,0,6,1,0,15,0,0,0,5,1,0,4
0,81,56532,56509,5,1,14,3,0,50,7,1,1,3,3,0,4
0,54,24448,24438,4,1,5,0,0,10,0,0,1,4,0,0,4
0,53,122611,122548,11,7,42,3,0,78,6,1,7,22,3,0,4
0,31,30691,30675,4,0,11,1,0,17,1,1,0,5,1,0,4
0,14,30787,30764,7,0,16,0,0,14,1,1,0,7,0,0,4
0,65,39733,39710,6,1,16,0,0,22,0,0,1,12,0,0,4
0,84,44071,44044,10,2,13,2,0,26,1,1,2,5,2,0,4
0,90,62751,62710,12,4,21,4,0,35,4,3,4,10,4,0,4
0,57,30932,30913,6,1,12,0,0,18,2,0,1,6,0,0,4
0,59,36526,36505,6,1,14,0,0,19,2,1,1,9,0,0,4
0,29,24074,24066,2,0,5,1,0,11,1,0,0,1,1,0,4
0,66,44197,44174,5,1,16,1,0,20,0,0,1,12,1,0,4
0,12,20087,20080,2,1,4,0,0,10,0,0,1,3,0,0,4
0,87,35829,35814,4,1,7,3,0,16,2,0,1,2,3,0,4
0,1,52937,52908,7,0,21,1,0,34,3,3,0,13,1,0,4
