ticks,who,pop-0,susceptible,exposed,presymptomatic,infected,recovered,dead,tests,tests-positive,new-exposed,new-presymptomatic,new-infected,new-recovered,new-dead,alert-level
0,49,81928,81884,10,6,27,1,0,40,3,1,6,16,1,0,4
0,21,79861,79823,10,2,24,2,0,46,2,1,2,17,2,0,4
0,28,118467,118406,21,2,36,2,0,67,5,1,2,21,2,0,4
0,9,68997,68959,11,0,25,2,0,44,3,1,0,12,2,0,4
0,7,122277,122207,20,4,45,1,0,55,3,3,4,29,1,0,4
0,27,60873,60835,10,3,23,2,0,36,2,2,3,12,2,0,4
0,2,86030,85992,5,6,26,1,0,49,2,1,6,17,1,0,4
0,40,91291,91236,13,5,37,0,0,51,4,0,5,22,0,0,4
0,4,149319,149245,25,5,41,3,0,99,6,0,5,22,3,0,4
0,10,60643,60607,10,5,21,0,0,32,4,1,5,8,0,0,4
0,17,118400,118344,15,3,34,4,0,87,7,2,3,21,4,0,4
0,37,124524,124462,12,1,45,4,0,73,7,1,1,23,4,0,4
0,8,68367,68334,11,1,21,0,0,37,0,1,1,12,0,0,4
0,45,83521,83481,10,1,27,2,0,46,8,0,1,11,2,0,4
0,31,63653,63625,10,3,14,1,0,36,1,1,3,9,1,0,4
0,30,96855,96812,8,2,31,2,0,62,7,2,2,14,2,0,4
0,0,78520,78483,9,3,23,2,0,36,2,1,3,12,2,0,4
0,18,89499,89455,16,3,24,1,0,63,1,1,3,12,1,0,4
0,33,37183,37160,5,3,14,1,0,21,2,2,3,6,1,0,4
0,19,85588,85540,14,3,30,1,0,39,2,0,3,16,1,0,4
0,20,156688,156611,19,8,49,1,0,75,9,1,8,21,1,0,4
0,13,59107,59074,6,2,24,1,0,32,6,0,2,11,1,0,4
0,5,56494,56464,8,3,19,0,0,32,2,1,3,14,0,0,4
0,1,61943,61912,4,3,22,2,0,34,0,0,3,16,2,0,4
0,23,104494,104436,14,9,34,1,0,61,5,1,9,20,1,0,4
0,36,111365,111315,15,5,30,0,0,65,3,0,5,15,0,0,4
