ticks,who,pop-0,susceptible,exposed,presymptomatic,infected,recovered,dead,tests,tests-positive,new-exposed,new-presymptomatic,new-infected,new-recovered,new-dead,alert-level
0,38,47911,47885,13,1,11,1,0,23,1,2,1,5,1,0,4
0,97,41934,41917,4,1,11,1,0,30,3,1,1,4,1,0,4
0,49,44494,44473,8,2,10,1,0,27,1,0,2,6,1,0,4
0,88,64903,64875,2,1,24,1,0,24,3,1,1,16,1,0,4
0,20,44596,44567,7,1,20,1,0,30,6,0,1,8,1,0,4
0,68,98282,98233,14,5,30,0,0,43,3,0,5,13,0,0,4
0,89,32464,32447,7,1,9,0,0,14,1,0,1,4,0,0,4
0,14,48940,48918,9,3,8,2,0,30,3,0,3,4,2,0,4
0,44,25450,25436,6,1,7,0,0,19,3,1,1,2,0,0,4
0,92,49395,49369,8,1,13,4,0,29,4,1,1,10,4,0,4
0,2,70035,70003,9,2,18,3,0,38,2,0,2,10,3,0,4
0,81,18669,18659,3,2,5,0,0,7,0,0,2,3,0,0,4
0,47,64241,64202,9,2,26,2,0,40,7,1,2,9,2,0,4
0,43,58629,58607,4,4,13,1,0,33,0,2,4,8,1,0,4
0,66,23330,23312,3,3,10,2,0,14,2,0,3,3,2,0,4
0,33,31542,31535,0,2,5,0,0,18,0,0,2,3,0,0,4
0,11,49838,49818,6,2,12,0,0,26,2,0,2,3,0,0,4
0,25,50380,50362,4,0,13,1,0,29,0,0,0,9,1,0,4
0,72,43437,43418,7,1,11,0,0,28,0,0,1,8,0,0,4
0,63,69280,69251,5,1,23,0,0,32,5,0,1,10,0,0,4
0,56,42935,42917,8,1,9,0,0,25,0,0,1,2,0,0,4
0,73,15571,15562,0,1,8,0,0,7,0,0,1,4,0,0,4
0,86,33666,33638,5,2,21,0,0,29,4,0,2,8,0,0,4
0,3,79075,79049,5,5,15,1,0,36,2,1,5,8,1,0,4
0,39,82827,82781,13,7,26,0,0,37,0,0,7,12,0,0,4
0,71,73289,73245,10,5,28,1,0,47,4,1,5,14,1,0,4
0,87,48045,48018,10,0,15,2,0,34,4,2,0,6,2,0,4
0,13,65422,65390,5,2,22,3,0,36,4,1,2,13,3,0,4
0,74,118096,118035,24,4,30,3,0,63,5,0,4,16,3,0,4
0,93,74563,74525,10,2,24,2,0,48,2,0,2,12,2,0,4
0,83,98013,97961,15,4,32,1,0,53,7,2,4,16,1,0,4
