ticks,who,pop-0,susceptible,exposed,presymptomatic,infected,recovered,dead,tests,tests-positive,new-exposed,new-presymptomatic,new-infected,new-recovered,new-dead,alert-level
0,0,41185,41170,3,1,10,1,0,25,1,1,1,4,1,0,4
0,18,31741,31733,0,1,6,1,0,11,0,0,1,5,1,0,4
0,49,30073,30052,8,1,11,1,0,19,1,1,1,6,1,0,4
0,91,37332,37309,7,4,10,2,0,14,1,0,4,4,2,0,4
0,41,13084,13074,2,1,5,2,0,10,0,0,1,3,2,0,4
0,94,58018,57991,8,0,18,1,0,19,4,0,0,9,1,0,4
0,12,78875,78823,17,4,29,2,0,54,2,0,4,16,2,0,4
0,53,68868,68843,6,2,16,1,0,39,6,1,2,4,1,0,4
0,38,47355,47325,10,0,18,2,0,27,2,1,0,11,2,0,4
0,37,13172,13163,4,1,4,0,0,7,1,1,1,3,0,0,4
0,6,40071,40051,3,5,12,0,0,22,1,0,5,8,0,0,4
0,44,37586,37563,6,0,16,1,0,17,4,1,0,10,1,0,4
0,56,45686,45674,5,0,7,0,0,26,1,0,0,3,0,0,4
0,74,22962,22953,3,1,4,1,0,11,1,1,1,2,1,0,4
0,2,25264,25247,6,2,8,1,0,15,2,0,2,5,1,0,4
0,25,75637,75590,14,4,26,3,0,41,4,0,4,12,3,0,4
0,14,30441,30433,2,2,4,0,0,18,1,0,2,2,0,0,4
0,58,101418,101363,14,4,37,0,0,62,7,2,4,21,0,0,4
0,21,37527,37500,7,2,17,1,0,34,6,0,2,4,1,0,4
0,54,32803,32786,3,0,14,0,0,17,0,1,0,5,0,0,4
0,59,29050,29031,5,1,12,1,0,16,1,0,1,6,1,0,4
0,60,99060,99020,13,5,20,2,0,56,1,2,5,11,2,0,4
0,47,38346,38324,1,1,20,0,0,21,4,1,1,8,0,0,4
0,86,54371,54342,8,3,16,2,0,24,0,2,3,9,2,0,4
0,26,45218,45198,2,0,18,0,0,27,3,0,0,8,0,0,4
0,20,37263,37251,5,0,7,0,0,18,1,0,0,5,0,0,4
0,39,99182,99149,11,1,21,0,0,54,3,0,1,11,0,0,4
0,71,43693,43675,8,2,8,0,0,23,0,1,2,2,0,0,4
0,63,14462,14448,3,0,10,1,0,3,1,1,0,7,1,0,4
0,11,51368,51342,7,0,19,0,0,28,2,0,0,12,0,0,4
0,55,59199,59161,9,6,23,0,0,32,1,0,6,9,0,0,4
0,1,78193,78143,12,6,30,2,0,50,3,2,6,13,2,0,4
0,97,39166,39145,7,0,13,1,0,22,3,0,0,8,1,0,4
0,72,63834,63794,12,4,24,0,0,33,1,1,4,8,0,0,4
0,51,61886,61852,11,2,20,1,0,43,4,1,2,8,1,0,4
0,90,65222,65193,6,0,23,0,0,37,3,0,0,11,0,0,4
0,83,43410,43393,5,2,10,0,0,22,0,0,2,4,0,0,4
0,16,116297,116240,12,6,37,2,0,62,1,1,6,20,2,0,4
0,19,26804,26795,6,0,3,0,0,14,0,0,0,1,0,0,4
0,5,43169,43150,5,1,9,4,0,22,1,0,1,8,4,0,4
0,98,26582,26570,0,2,10,0,0,14,2,0,2,4,0,0,4
0,7,49582,49562,5,0,15,0,0,29,1,0,0,8,0,0,4
0,99,61387,61348,8,3,28,0,0,44,3,1,3,13,0,0,4
0,46,41167,41142,7,2,16,0,0,29,1,2,2,7,0,0,4
0,28,17712,17704,1,0,6,1,0,8,0,1,0,3,1,0,4
0,17,152235,152166,17,9,40,3,0,82,4,2,9,22,3,0,4
0,24,113476,113413,16,9,36,2,0,64,1,1,9,23,2,0,4
0,66,32765,32738,10,1,16,0,0,19,2,0,1,8,0,0,4
0,50,28658,28645,3,4,6,0,0,13,1,1,4,4,0,0,4
0,23,26066,26061,0,1,4,0,0,19,0,0,1,2,0,0,4
0,68,33424,33403,6,2,13,0,0,15,1,1,2,5,0,0,4
0,79,55811,55779,9,2,20,1,0,32,3,0,2,10,1,0,4
0,15,66833,66792,10,1,29,1,0,36,5,2,1,14,1,0,4
0,8,69933,69880,11,0,39,3,0,41,10,1,0,18,3,0,4
0,31,24574,24562,2,1,9,0,0,9,0,0,1,5,0,0,4
0,57,54790,54763,8,3,15,1,0,30,3,0,3,8,1,0,4
0,84,34795,34780,7,0,7,1,0,22,0,0,0,3,1,0,4
0,61,21677,21663,4,3,6,1,0,8,0,0,3,1,1,0,4
0,3,46560,46531,6,4,17,2,0,28,4,1,4,8,2,0,4
0,69,87631,87578,12,8,30,3,0,52,4,2,8,14,3,0,4
0,10,40250,40234,9,0,7,0,0,10,0,0,0,4,0,0,4
0,33,46780,46754,8,1,16,1,0,26,2,0,1,7,1,0,4
0,78,34729,34714,1,0,14,0,0,25,3,0,0,6,0,0,4
0,76,50534,50510,6,1,16,1,0,28,4,0,1,6,1,0,4
0,89,48287,48267,3,1,16,0,0,21,2,0,1,8,0,0,4
0,88,55328,55298,11,6,12,1,0,32,3,2,6,5,1,0,4
0,22,39819,39801,7,0,10,1,0,19,1,0,0,7,1,0,4
0,27,36040,36022,3,2,12,1,0,15,1,0,2,6,1,0,4
0,85,90460,90409,19,4,26,2,0,60,1,1,4,11,2,0,4
0,30,85907,85856,16,0,35,0,0,53,6,2,0,16,0,0,4
0,4,38175,38163,0,1,10,1,0,14,0,0,1,4,1,0,4
0,35,42851,42837,4,0,10,0,0,23,1,0,0,6,0,0,4
0,45,92349,92297,20,2,28,2,0,57,3,4,2,14,2,0,4
0,64,35653,35631,8,2,11,1,0,25,1,2,2,6,1,0,4
0,75,43254,43240,5,1,6,2,0,29,0,0,1,4,2,0,4
0,82,47337,47324,3,0,9,1,1,30,2,1,0,5,1,1,4
0,36,67770,67734,7,3,25,1,0,43,3,2,3,11,1,0,4
0,13,58017,57985,8,5,17,2,0,40,2,3,5,12,2,0,4
0,65,45425,45400,5,4,15,1,0,22,3,1,4,8,1,0,4
0,32,65193,65165,10,3,14,1,0,40,0,0,3,7,1,0,4
0,9,76157,76124,7,2,24,0,0,38,0,0,2,15,0,0,4
0,42,71161,71133,5,3,20,0,0,40,2,0,3,9,0,0,4
0,81,33967,33946,6,0,14,1,0,18,3,0,0,7,1,0,4
0,43,29766,29745,7,1,12,1,0,22,5,2,1,3,1,0,4
0,80,43131,43114,6,2,7,2,0,16,1,0,2,4,2,0,4
0,48,51587,51562,8,2,14,1,0,20,1,0,2,8,1,0,4
0,52,34228,34197,7,1,20,3,0,26,4,0,1,6,3,0,4
0,92,23792,23780,6,1,5,0,0,11,0,0,1,2,0,0,4
0,29,44921,44897,5,3,15,1,0,24,2,1,3,6,1,0,4
0,62,38259,38242,5,2,10,0,0,15,2,0,2,4,0,0,4
0,34,35003,34988,4,2,8,1,0,24,0,1,2,4,1,0,4
0,73,21919,21897,4,1,17,0,0,19,1,1,1,9,0,0,4
0,77,33399,33377,8,2,12,0,0,17,3,0,2,7,0,0,4
0,40,49267,49242,8,4,12,1,0,35,2,0,4,9,1,0,4
0,95,71309,71280,9,3,17,0,0,45,1,2,3,8,0,0,4
0,96,34598,34580,8,0,10,0,0,22,3,0,0,6,0,0,4
0,67,46645,46617,9,3,16,0,0,24,0,0,3,9,0,0,4
0,93,45879,45856,5,2,15,1,0,22,3,0,2,6,1,0,4
0,70,62442,62418,7,2,14,1,0,36,1,0,2,6,1,0,4
